Date,Open,High,Low,Close,Vol
1985/03/28,0.768,0.769,0.767,0.769,0
1985/03/29,0.761,0.761,0.761,0.761,0
1985/04/01,0.771,0.771,0.771,0.771,0
1985/04/02,0.771,0.771,0.771,0.771,0
1985/04/03,0.7735,0.7735,0.7735,0.7735,0
1985/04/04,0.7755,0.7755,0.7755,0.7755,0
1985/04/08,0.791,0.791,0.791,0.791,0
1985/04/09,0.791,0.791,0.791,0.791,0
1985/04/10,0.791,0.791,0.791,0.791,0
1985/04/11,0.7735,0.7735,0.7735,0.7735,0
1985/04/12,0.761,0.761,0.761,0.761,0
1985/04/15,0.7735,0.7735,0.7735,0.7735,0
1985/04/16,0.7665,0.7665,0.7665,0.7665,0
1985/04/17,0.7595,0.7595,0.7595,0.7595,0
1985/04/18,0.755,0.755,0.755,0.755,0
1985/04/19,0.76,0.76,0.76,0.76,0
1985/04/22,0.769,0.769,0.769,0.769,0
1985/04/23,0.764,0.764,0.764,0.764,0
1985/04/24,0.76,0.76,0.76,0.76,0
1985/04/25,0.76,0.76,0.76,0.76,0
1985/04/26,0.762,0.762,0.762,0.762,0
1985/04/29,0.758,0.758,0.758,0.758,0
1985/04/30,0.76,0.76,0.76,0.76,0
1985/05/01,0.759,0.759,0.759,0.759,0
1985/05/02,0.755,0.755,0.755,0.755,0
1985/05/03,0.75,0.75,0.75,0.75,0
1985/05/06,0.745,0.745,0.745,0.745,0
1985/05/07,0.745,0.745,0.745,0.745,0
1985/05/08,0.741,0.741,0.741,0.741,0
1985/05/09,0.746,0.746,0.746,0.746,0
1985/05/10,0.743,0.743,0.743,0.743,0
1985/05/13,0.745,0.745,0.745,0.745,0
1985/05/14,0.743,0.743,0.743,0.743,0
1985/05/15,0.745,0.745,0.745,0.745,0
1985/05/16,0.745,0.745,0.745,0.745,0
1985/05/17,0.741,0.741,0.741,0.741,0
1985/05/20,0.7445,0.7445,0.7445,0.7445,0
1985/05/21,0.747,0.747,0.747,0.747,0
1985/05/22,0.747,0.747,0.742,0.742,0
1985/05/23,0.751,0.751,0.751,0.751,0
1985/05/24,0.765,0.765,0.765,0.765,0
1985/05/28,0.7565,0.7565,0.7565,0.7565,0
1985/05/29,0.76,0.76,0.76,0.76,0
1985/05/30,0.7625,0.7625,0.7625,0.7625,0
1985/05/31,0.7625,0.7625,0.7625,0.7625,0
1985/06/03,0.756,0.756,0.7455,0.755,0
1985/06/04,0.7425,0.7425,0.737,0.742,0
1985/06/05,0.736,0.736,0.723,0.723,0
1985/06/06,0.724,0.724,0.724,0.724,0
1985/06/07,0.7165,0.7165,0.7165,0.7165,0
1985/06/10,0.714,0.714,0.7025,0.7025,0
1985/06/11,0.7075,0.7075,0.705,0.705,0
1985/06/12,0.711,0.711,0.711,0.711,0
1985/06/13,0.715,0.7165,0.7135,0.7165,0
1985/06/14,0.7095,0.7095,0.7095,0.7095,0
1985/06/17,0.7,0.7025,0.7,0.7025,0
1985/06/18,0.701,0.701,0.7,0.7,0
1985/06/19,0.704,0.704,0.704,0.704,0
1985/06/20,0.71,0.714,0.709,0.714,0
1985/06/21,0.716,0.716,0.713,0.716,0
1985/06/24,0.721,0.721,0.715,0.715,0
1985/06/25,0.712,0.712,0.705,0.705,0
1985/06/26,0.7075,0.715,0.7075,0.715,0
1985/06/27,0.719,0.7226,0.718,0.718,0
1985/06/28,0.712,0.714,0.712,0.714,0
1985/07/01,0.7085,0.7085,0.704,0.704,0
1985/07/02,0.7035,0.708,0.7035,0.707,0
1985/07/03,0.706,0.7105,0.706,0.71,0
1985/07/08,0.705,0.708,0.7035,0.708,0
1985/07/09,0.711,0.725,0.711,0.725,0
1985/07/10,0.719,0.73,0.718,0.73,0
1985/07/11,0.7275,0.728,0.722,0.728,0
1985/07/12,0.7235,0.7252,0.7195,0.72,0
1985/07/15,0.7145,0.721,0.7145,0.72,0
1985/07/16,0.719,0.7205,0.718,0.7205,0
1985/07/17,0.724,0.7245,0.7155,0.7155,0
1985/07/18,0.72,0.7229,0.716,0.716,0
1985/07/19,0.7165,0.7165,0.712,0.712,0
1985/07/22,0.7085,0.716,0.7085,0.716,0
1985/07/23,0.722,0.7225,0.7205,0.7225,0
1985/07/24,0.725,0.7325,0.725,0.7325,0
1985/07/25,0.729,0.7405,0.728,0.739,0
1985/07/26,0.738,0.744,0.738,0.7423,0
1985/07/29,0.7465,0.7485,0.74,0.74,0
1985/07/30,0.739,0.7425,0.739,0.7425,0
1985/07/31,0.741,0.7415,0.735,0.7355,0
1985/08/01,0.7335,0.735,0.7315,0.7345,0
1985/08/02,0.735,0.741,0.735,0.7407,0
1985/08/05,0.745,0.746,0.7405,0.7422,0
1985/08/06,0.7425,0.7425,0.7365,0.741,0
1985/08/07,0.746,0.749,0.7445,0.749,0
1985/08/08,0.7485,0.753,0.7485,0.7515,0
1985/08/09,0.7545,0.7565,0.7515,0.752,0
1985/08/12,0.76,0.7625,0.7575,0.7587,0
1985/08/13,0.759,0.76,0.755,0.758,0
1985/08/14,0.7625,0.7635,0.759,0.7605,0
1985/08/15,0.7625,0.7675,0.7625,0.7675,0
1985/08/16,0.7645,0.766,0.7625,0.766,0
1985/08/19,0.76,0.7625,0.7575,0.758,0
1985/08/20,0.754,0.7675,0.754,0.766,0
1985/08/21,0.7695,0.773,0.7695,0.7715,0
1985/08/22,0.7755,0.777,0.7715,0.7715,0
1985/08/23,0.773,0.7742,0.7685,0.774,0
1985/08/26,0.774,0.781,0.774,0.7808,0
1985/08/27,0.7888,0.79,0.7825,0.7826,0
1985/08/28,0.786,0.788,0.7785,0.786,0
1985/08/29,0.783,0.784,0.78,0.784,0
1985/08/30,0.7845,0.7935,0.783,0.7935,0
1985/09/03,0.7955,0.8026,0.7955,0.799,0
1985/09/04,0.799,0.799,0.7935,0.7945,0
1985/09/05,0.793,0.794,0.786,0.787,0
1985/09/06,0.7885,0.793,0.785,0.7865,0
1985/09/09,0.7805,0.781,0.7665,0.7747,0
1985/09/10,0.78,0.7865,0.7785,0.7845,0
1985/09/11,0.777,0.782,0.771,0.7798,0
1985/09/12,0.781,0.7825,0.7741,0.78,0
1985/09/13,0.7865,0.787,0.771,0.772,0
1985/09/16,0.7725,0.7735,0.7655,0.7705,0
1985/09/17,0.767,0.78,0.7665,0.7792,0
1985/09/18,0.7845,0.785,0.78,0.7839,0
1985/09/19,0.7795,0.788,0.779,0.7872,0
1985/09/20,0.793,0.798,0.792,0.7956,0
1985/09/23,0.8025,0.806,0.797,0.7988,0
1985/09/24,0.7955,0.806,0.795,0.8036,0
1985/09/25,0.8112,0.8155,0.81,0.8136,0
1985/09/26,0.822,0.828,0.816,0.8269,0
1985/09/27,0.8315,0.835,0.825,0.8277,0
1985/09/30,0.822,0.8255,0.819,0.8249,0
1985/10/01,0.8255,0.8255,0.817,0.8233,0
1985/10/02,0.8275,0.8315,0.8265,0.8299,0
1985/10/03,0.837,0.8375,0.828,0.831,0
1985/10/04,0.8175,0.831,0.817,0.8283,0
1985/10/07,0.825,0.8265,0.819,0.8265,0
1985/10/08,0.828,0.832,0.8265,0.8282,0
1985/10/09,0.828,0.831,0.816,0.8168,0
1985/10/10,0.806,0.8115,0.803,0.8045,0
1985/10/11,0.805,0.8135,0.804,0.8117,0
1985/10/14,0.8145,0.8215,0.811,0.8205,0
1985/10/15,0.825,0.8315,0.8231,0.8311,0
1985/10/16,0.835,0.835,0.8265,0.8288,0
1985/10/17,0.8315,0.8375,0.826,0.835,0
1985/10/18,0.83,0.834,0.829,0.8298,0
1985/10/21,0.8285,0.841,0.8285,0.8401,0
1985/10/22,0.843,0.846,0.8315,0.8319,0
1985/10/23,0.836,0.8497,0.835,0.8486,0
1985/10/24,0.854,0.862,0.848,0.8527,0
1985/10/25,0.8547,0.861,0.8547,0.8601,0
1985/10/28,0.867,0.875,0.866,0.8746,0
1985/10/29,0.8745,0.8825,0.873,0.8798,0
1985/10/30,0.8698,0.871,0.865,0.8691,0
1985/10/31,0.877,0.8785,0.87,0.8752,0
1985/11/01,0.876,0.8765,0.8685,0.8708,0
1985/11/04,0.866,0.8665,0.86,0.8621,0
1985/11/05,0.855,0.8595,0.8525,0.8544,0
1985/11/06,0.856,0.867,0.8515,0.8646,0
1985/11/07,0.87,0.8755,0.869,0.8701,0
1985/11/08,0.8685,0.8735,0.867,0.8682,0
1985/11/11,0.8749,0.8785,0.8745,0.8772,0
1985/11/12,0.8755,0.877,0.871,0.8722,0
1985/11/13,0.877,0.877,0.868,0.8687,0
1985/11/14,0.883,0.8885,0.8795,0.8813,0
1985/11/15,0.875,0.8765,0.866,0.867,0
